geneName dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP qvalue
APOC4-APOC2 0 0 1.04146e-10 2.2950308350884e-07 0.842087560158152 0.024011338582813 0.841396740437078
AATK-AS1 0 0 1.04146e-10 2.29555175437436e-07 0.842054754592492 0.0240104256226466 0.8414514085256
HCG18 0 0 1.04146e-10 2.29634308056714e-07 0.842004922282631 0.0240090388146403 0.841506032785713
BRD1 0 1 1.53379e-05 2.56386170132603e-06 0.841913249088149 0.0240064875856608 0.841560613743355
OR51A4 0 0 1.04146e-10 2.29834865693602e-07 0.841878638201664 0.0240055243748218 0.841615150806999
DIRAS3 0 0 1.04146e-10 2.29839558675702e-07 0.84187568342616 0.0240054421441964 0.841669643672793
KRTAP13-1 0 0 2.15758e-08 2.24381520282223e-07 0.841832449169948 0.0240042389446288 0.84172409284887
POP1 1 0 5.75174e-06 2.9727023383778e-06 0.841752753918416 0.0240020210360374 0.841778498799484
STAG3L4 0 0 1.04146e-10 2.30200368757542e-07 0.841648543202474 0.0239991208500187 0.841832861853494
BHLHA9 0 0 1.04146e-10 2.30225641105586e-07 0.841632635869261 0.0239986781471452 0.841887181068069
FCGR1C 0 0 1.04146e-10 2.30232619304462e-07 0.84162824359132 0.0239985559094851 0.841941456366742
FAM170B-AS1 0 0 1.04146e-10 2.30442715864114e-07 0.841496013695858 0.0239948759201475 0.841995689242031
BCRP2 0 0 1.04146e-10 2.3055014198215e-07 0.841428410334483 0.0239929944918535 0.842049879018119
LINC00674 0 0 1.04146e-10 2.3055014198215e-07 0.841428410334483 0.0239929944918535 0.842104024986789
HLA-DRB6 0 0 1.04146e-10 2.30617845767026e-07 0.841385807106408 0.0239918088234346 0.842158127680199
OR1J4 0 0 1.04146e-10 2.30913045524694e-07 0.841200075516607 0.0239866397899082 0.842212188759573
SNX29P1 0 0 1.04146e-10 2.30918138389952e-07 0.841196871590454 0.0239865506220346 0.842266206224498
ZNF890P 0 0 1.04146e-10 2.31005346227694e-07 0.841142010981224 0.0239850238040821 0.84232018070794
SMIM8 0 0 1.04146e-10 2.31090602869757e-07 0.841088381336348 0.0239835312403092 0.842374112248099
LINC00304 0 0 1.04146e-10 2.31104944113114e-07 0.841079360493916 0.0239832801812784 0.842428000396313
GRM5-AS1 0 0 1.04146e-10 2.31128234949605e-07 0.841064710441499 0.023982872455451 0.842481845268198
FAM66D 0 0 1.04146e-10 2.31275188220725e-07 0.840972282068943 0.0239803000721809 0.842535647788206
KIAA0125 0 0 1.04146e-10 2.31565248494051e-07 0.840789874727805 0.0239752234354623 0.842589409016066
KRTAP19-8 0 0 1.04146e-10 2.3177171071713e-07 0.840660063317206 0.0239716105806477 0.842643128412364
SMIM4 0 0 1.04146e-10 2.3184493130161e-07 0.840614031365412 0.0239703294329289 0.842696805089287
CLLU1OS 0 0 1.04146e-10 2.31906681600618e-07 0.840575212482831 0.023969249034613 0.842750439017636
LINC00620 0 0 1.04146e-10 2.32072245506832e-07 0.840471140893953 0.0239663525260063 0.842804030979219
OR52N5 0 0 1.04146e-10 2.32109684124659e-07 0.840447609216465 0.0239656975926559 0.842857580123684
C21orf15 0 0 1.04146e-10 2.32113046656205e-07 0.84044549576282 0.0239656387709978 0.84291108626314
SVIP 0 0 1.04146e-10 2.32164645949897e-07 0.840413064708857 0.0239647361487646 0.842964549788275
PI3 0 0 1.2323e-07 2.01489214509843e-07 0.839787460539821 0.0239473239848316 0.843017977378089
OR2V2 0 0 7.25643e-08 2.14700156648506e-07 0.839671362125142 0.0239440926006994 0.843071363385321
LINC00858 0 0 1.04146e-10 2.33623789038216e-07 0.839496493199876 0.0239392254079785 0.84312470851617
WFDC13 0 0 1.04146e-10 2.3379587627706e-07 0.839388462195772 0.0239362185160573 0.843178012073896
TMEM258 0 0 1.04146e-10 2.33840715767521e-07 0.839360315677382 0.0239354350940378 0.843231273217315
PBOV1 0 0 1.04146e-10 2.33919062678692e-07 0.839311138273215 0.0239340663014324 0.843284492231931
ISG15 0 0 1.04146e-10 2.34249502782613e-07 0.839103757191077 0.0239282940616545 0.843337670931854
SNAPC5 0 0 1.04146e-10 2.34441391677441e-07 0.838983353392687 0.0239249427140596 0.843390808396367
OR51A2 0 0 1.04146e-10 2.34613909579878e-07 0.838875119198128 0.0239219300784329 0.843443904539434
C3orf27 0 0 1.04146e-10 2.34741765240501e-07 0.838794914316379 0.0239196976103705 0.843496959098574
CNPY1 0 0 1.04146e-10 2.34884434789592e-07 0.838705425746059 0.0239172067228135 0.843549972226994
C7orf34 0 0 1.04146e-10 2.34970907746515e-07 0.838651190845749 0.0239156971044171 0.843602943582178
CCDC135 1 0 8.15734e-06 2.35518181708506e-06 0.838569466903787 0.0239134223248226 0.84365587351989
PCDH9-AS2 0 0 1.04146e-10 2.3545470330618e-07 0.838347825141563 0.0239072528901663 0.843708763645125
OR5M10 0 0 1.04146e-10 2.35576780822832e-07 0.838271293595303 0.0239051226039611 0.84376161239313
C9orf169 0 0 1.04146e-10 2.35892645505277e-07 0.838073307935961 0.0238996115507898 0.843814421162505
IFNA14 0 0 9.32123e-08 2.11956274190284e-07 0.838061342942795 0.0238992784958173 0.843867187935677
TCF3 1 0 9.24056e-06 2.08184531438856e-06 0.838023899147056 0.023898236216916 0.843919913045664
NKX6-3 0 0 1.04146e-10 2.36108211024196e-07 0.837938217556503 0.0238958511908824 0.843972597077455
MRPS36 0 0 1.04146e-10 2.36518809848654e-07 0.837680965005769 0.0238886902590286 0.844025241982899
SMIM1 0 0 1.04146e-10 2.36698181651075e-07 0.837568608304592 0.0238855626431556 0.844077846202482
OR2AP1 0 0 1.04146e-10 2.36707308251737e-07 0.837562891902007 0.0238854035180524 0.844130408603071
EID1 0 0 1.04146e-10 2.36732165498833e-07 0.837547322885116 0.0238849701295909 0.844182929343727
RHOB 0 0 1.04146e-10 2.37139559174339e-07 0.837292198926236 0.023877868291731 0.844235411126688
PCP4L1 0 0 1.04146e-10 2.37482086219113e-07 0.837077757688547 0.0238718988512247 0.844287853548168
LCE3E 0 0 1.04146e-10 2.37807781504931e-07 0.836873905751405 0.0238662241193487 0.844340256537966
CCL15 0 0 1.04146e-10 2.37975354158678e-07 0.836769042029571 0.0238633049479524 0.844392619048302
THRSP 0 0 1.04146e-10 2.38030387897196e-07 0.836734605889204 0.0238623463190429 0.844444940348791
GTF2H5 0 0 1.04146e-10 2.38073286205478e-07 0.836707764221952 0.0238615991028073 0.844497220404586
RNF224 0 0 1.04146e-10 2.38288265151555e-07 0.836573264069701 0.0238578548808506 0.844549460454076
PRR18 0 0 1.04146e-10 2.38306508479318e-07 0.836561851262211 0.0238575371692235 0.844601659185682
ADIG 0 0 1.04146e-10 2.38580386814694e-07 0.83639053523511 0.0238527680204057 0.844653818413594
OLIG1 0 0 1.04146e-10 2.3863146349612e-07 0.836358589751911 0.0238518787069587 0.844705936646998
SMCO3 0 0 1.04146e-10 2.38989099076345e-07 0.836134944239173 0.0238456527121803 0.844758016048995
CARD18 0 0 1.04146e-10 2.39047008280647e-07 0.836098736732452 0.0238446447356929 0.844810054599179
KRTAP5-5 0 0 1.04146e-10 2.39317712508484e-07 0.835929501050928 0.0238399333760127 0.844862053812174
CCDC85B 0 0 1.04146e-10 2.3944374398131e-07 0.835850722033574 0.0238377402279253 0.844914012738157
C10orf113 0 0 1.04146e-10 2.40222142270877e-07 0.835364332236824 0.0238241992866677 0.844965935913781
TMEM63B 1 0 8.67734e-06 2.22836584254565e-06 0.835324967580737 0.0238231033704053 0.845017818460525
KRTAP26-1 0 0 8.31127e-09 2.38200865276637e-07 0.835307096870209 0.0238226058470885 0.845069660190047
WHAMMP1 0 0 1.04146e-10 2.40770634924154e-07 0.835021773664344 0.0238146623366728 0.845121464092645
PPY 0 0 1.04146e-10 2.40835451716468e-07 0.83498130204906 0.0238135355804957 0.845173227520894
OR7A10 0 0 1.04146e-10 2.40869195272925e-07 0.834960233354683 0.0238129490132675 0.845224950309471
IFNA2 0 0 1.01809e-07 2.14810596463631e-07 0.834892449871571 0.0238110618687749 0.84527663301974
OR8G5 0 0 1.04146e-10 2.41161447394161e-07 0.834777780464383 0.023807869367352 0.845328276214064
OR6C76 0 0 1.04146e-10 2.41351250354497e-07 0.834659308208678 0.0238045709692084 0.845379879980948
PTPRG-AS1 0 0 1.04146e-10 2.41473682649916e-07 0.834582896794176 0.0238024435794065 0.845431443905441
KRTAP21-2 0 0 1.04146e-10 2.41567469112272e-07 0.834524368375767 0.0238008140684174 0.84548296783847
HBM 0 0 1.04146e-10 2.41921730371803e-07 0.834303325511222 0.0237946598845418 0.845534453609355
CCDC179 0 0 1.04146e-10 2.42052723227389e-07 0.834221606985935 0.0237923846915638 0.845585899736008
DEFB110 0 0 1.04146e-10 2.42176332520198e-07 0.834144502064748 0.0237902379400251 0.845637306214687
ATP5E 0 0 1.04146e-10 2.4232963795977e-07 0.834048883343682 0.0237875757150386 0.845688673294967
RNASE8 0 0 2.39249e-07 1.80888331302803e-07 0.834029872197656 0.0237870464032797 0.845740000184586
KRTAP27-1 0 0 2.62531e-08 2.35670315094209e-07 0.834003986356547 0.0237863256840965 0.845791287006178
KRTAP1-3 0 0 1.04146e-10 2.42935828637587e-07 0.833670902728114 0.0237770518027741 0.845842537167746
ABCC13 0 0 1.04146e-10 2.43032066361103e-07 0.833610911200994 0.0237753814698829 0.845893747726019
FOXE3 0 0 1.04146e-10 2.4349550901923e-07 0.833322077143257 0.0237673394371203 0.845944921229292
WFDC10A 0 0 1.04146e-10 2.43829977836674e-07 0.833113687271223 0.0237615371368033 0.845996056842179
KRTAP4-4 0 0 1.04146e-10 2.44014191726923e-07 0.832998935891284 0.0237583420290075 0.846047153586443
OR7A17 0 0 1.04146e-10 2.44015080557016e-07 0.83299838225594 0.0237583266136772 0.846098210260874
RAMP2-AS1 0 0 1.04146e-10 2.44052343946227e-07 0.832975171936172 0.0237576803489628 0.84614922715989
C5orf55 0 0 1.04146e-10 2.44072582361727e-07 0.832962566269815 0.0237573293582926 0.846200204214546
OR1C1 0 0 1.04146e-10 2.44182514704281e-07 0.832894097370998 0.023755422914034 0.846251142080927
KRTAP1-5 0 0 1.04146e-10 2.44196094293813e-07 0.832885640023793 0.0237551874276062 0.846302040150814
LINC00668 0 0 1.04146e-10 2.4429770971668e-07 0.83282235686144 0.0237534253672374 0.84635289906842
IFI27 0 0 1.04146e-10 2.44355057363309e-07 0.832786644549774 0.0237524309885686 0.846403718579352
OR51M1 0 0 1.04146e-10 2.44474067715678e-07 0.832712537750392 0.0237503675418776 0.84645449914794
SLC7A11-AS1 0 0 1.04146e-10 2.44804305011499e-07 0.832506936645958 0.0237446426919759 0.846505242251208
CELF2-AS2 0 0 1.04146e-10 2.44824389353283e-07 0.832494434077918 0.0237442945626657 0.846555945831976
OR56B4 0 0 1.04146e-10 2.44831727038678e-07 0.832489866392407 0.0237441673771167 0.846606609850254
TMEM158 0 0 1.04146e-10 2.45222007250159e-07 0.832246954850214 0.0237374035454432 0.846657236943813
UCN2 0 0 1.04146e-10 2.45273611974663e-07 0.832214841301338 0.0237365093419774 0.846707824864857
HUS1B 0 0 1.04146e-10 2.45406282547273e-07 0.83213228635653 0.0237342105876577 0.846758374207247
FAM35BP 0 0 1.04146e-10 2.45476422663751e-07 0.832088644665829 0.0237329953741251 0.846808884593526
PMS2P4 0 0 1.04146e-10 2.45588780450551e-07 0.832018739671877 0.0237310488461973 0.846859356354368
KISS1 0 0 7.91239e-08 2.25486269497755e-07 0.831874221004173 0.023727024650967 0.846909790344623
FAM24B 0 0 1.04146e-10 2.45922186591012e-07 0.831811341366519 0.0237252737253683 0.846960185722859
OR5AS1 0 0 1.04146e-10 2.46217581815172e-07 0.831627631909288 0.023720158176587 0.847010543844393
OR6C65 0 0 1.04146e-10 2.46224109411455e-07 0.831623572791979 0.0237200451463483 0.847060862805471
C4orf48 0 0 1.04146e-10 2.46555057764428e-07 0.831417802364767 0.023714315225791 0.847111144837366
IFNA17 0 0 9.05464e-08 2.23282556052417e-07 0.831417713233413 0.0237143127438086 0.847161387755459
IFNA7 0 0 1.19654e-07 2.16011998963292e-07 0.831285062060901 0.0237106188795767 0.847211593040593
G0S2 0 0 1.04146e-10 2.46885016796034e-07 0.831212698471705 0.0237086037987309 0.847261760084185
GNG7 0 0 1.04146e-10 2.47007831593193e-07 0.831136369395559 0.0237064782834911 0.847311888973708
SMIM12 0 0 1.04146e-10 2.47073575345037e-07 0.831095512746933 0.0237053405555903 0.847361979370007
HIST1H2BD 0 0 4.42004e-07 1.33816500433687e-07 0.830982444075027 0.0237021919383678 0.847412032098537
TTC28-AS1 0 0 1.04146e-10 2.4746894798497e-07 0.830849850215026 0.0236984995784105 0.847462047414145
OR5T2 0 0 1.04146e-10 2.47554928148871e-07 0.830796436682666 0.023697012156335 0.84751202450508
TSACC 0 0 1.04146e-10 2.47775880563501e-07 0.830659190197151 0.0236931901929955 0.847561964321017
APOA2 0 0 1.04146e-10 2.47852855151835e-07 0.830611382173935 0.0236918588548861 0.847611865939941
LCE3D 0 0 1.04146e-10 2.48279110060003e-07 0.830346690716378 0.023684487770661 0.84766173174633
TLX1NB 0 0 1.04146e-10 2.4855209926686e-07 0.830177217588693 0.0236797682523973 0.847711560754851
C17orf102 0 0 1.04146e-10 2.48558545238028e-07 0.83017321632012 0.0236796568237962 0.847761351224236
MUC21 0 0 1.04146e-10 2.48686680896916e-07 0.830093681521395 0.0236774419081215 0.847811104013271
RPL23AP7 0 0 1.04146e-10 2.48755134696068e-07 0.830051194884165 0.0236762587197837 0.847860818766566
BGLAP 0 0 1.04146e-10 2.48923492114277e-07 0.829946711301076 0.023673348998438 0.847910496195891
TRAF3IP2-AS1 0 0 1.04146e-10 2.49358893458885e-07 0.829676560579839 0.0236658255990976 0.847960138127938
PCP4 0 0 1.04146e-10 2.49453931512364e-07 0.829617604780066 0.0236641837297482 0.848009742331239
KRTAP1-1 0 0 1.04146e-10 2.49588480672405e-07 0.829534145971298 0.0236618594628019 0.848059309113087
MRPL34 0 0 1.04146e-10 2.50118755711881e-07 0.829205307299592 0.0236527014379591 0.848108841155345
S100A11 0 0 3.46684e-07 1.61440608502547e-07 0.828986925283676 0.0236466194916527 0.84815833731102
ZNF815P 0 0 1.04146e-10 2.50598524787597e-07 0.828907902753501 0.0236444186929252 0.84820779612429
KRTAP13-4 0 0 6.00606e-08 2.35591146318347e-07 0.828644791479977 0.0236370909016498 0.848257219615603
CCDC71L 0 0 1.04146e-10 2.51269613035248e-07 0.828492082682008 0.0236328378285851 0.84830660664049
RPL39L 0 0 1.04146e-10 2.51384957777146e-07 0.828420634021227 0.0236308479084119 0.848355956368987
C12orf68 0 0 1.04146e-10 2.5149619967882e-07 0.828351732727133 0.0236289289273912 0.84840526881687
FAM72D 0 0 1.04146e-10 2.5188030122959e-07 0.828113871608249 0.023622304161153 0.848454545839212
CEBPD 0 0 1.04146e-10 2.51944296896008e-07 0.828074247987005 0.0236212005789145 0.848503785351753
LCE2A 0 0 1.04146e-10 2.51972073400359e-07 0.828057050457115 0.0236207215989854 0.848552987157466
CCL20 0 0 1.04146e-10 2.52105005374014e-07 0.827974752042441 0.0236184294441844 0.848602151997235
HIST1H4B 0 0 1.04146e-10 2.52237998388916e-07 0.827892424139597 0.0236161364573182 0.848651279914015
RPL36AL 0 0 1.04146e-10 2.52340957286424e-07 0.827828694238334 0.023614361452364 0.848700370751307
KRTAP5-3 0 0 1.04146e-10 2.52409231482783e-07 0.827786436353175 0.0236131844823577 0.848749424322097
SMAGP 0 0 1.04146e-10 2.52607583158925e-07 0.827663680240764 0.0236097654531767 0.848798441530325
KRTAP5-1 0 0 1.04146e-10 2.52642017754269e-07 0.827642371200144 0.0236091719468357 0.848847421333213
OR1G1 0 0 1.04146e-10 2.5276562355408e-07 0.827565885237832 0.0236070416289545 0.848896364363542
BHLHA15 0 0 1.04146e-10 2.5279324533476e-07 0.827548794152091 0.0236065655998682 0.848945270029072
KCNE3 0 0 3.57422e-07 1.61249810706406e-07 0.827399555468476 0.0236024089130227 0.848994139784078
HIST2H3A 0 0 1.04146e-10 2.53068671513965e-07 0.827378392700575 0.0236018194718375 0.84904297230257
HIST2H3C 0 0 1.04146e-10 2.53068671513965e-07 0.827378392700575 0.0236018194718375 0.849091767401507
DICER1-AS1 0 0 1.04146e-10 2.53166814195365e-07 0.827317682108495 0.0236001285112271 0.849140525771514
VMAC 0 0 2.97447e-07 1.76768093291668e-07 0.827310648469769 0.0235999326042427 0.849189246882396
MARVELD1 0 0 1.04146e-10 2.53194615284875e-07 0.827300485309165 0.0235996495309715 0.84923793081029
TCTA 0 0 1.04146e-10 2.53395280787104e-07 0.827176371273197 0.0235961925846422 0.849286578812051
C1orf122 0 0 1.04146e-10 2.53588513728912e-07 0.827056872216487 0.0235928641561286 0.84933519087975
MEIG1 0 0 1.04146e-10 2.5381644895637e-07 0.826915935093761 0.0235889385801794 0.849383767282862
ANP32D 0 0 5.14475e-07 1.21919707373998e-07 0.826859937447276 0.0235873788474068 0.849432307158242
TSTD3 0 0 1.04146e-10 2.54028800004036e-07 0.826784655915841 0.0235852819822911 0.849480810752917
IFITM2 0 0 1.04146e-10 2.54077905403878e-07 0.826754301097844 0.0235844364873929 0.849529277630641
OR8I2 0 0 1.04146e-10 2.54106714742044e-07 0.826736492946775 0.0235839404632835 0.849577707700071
HIST4H4 0 0 1.04146e-10 2.54135333676193e-07 0.826718802876929 0.0235834477276822 0.849626101002082
CCL5 0 0 1.04146e-10 2.54333880390371e-07 0.826596086821873 0.0235800296059961 0.849674458694451
SMCP 0 0 1.04146e-10 2.54765732728516e-07 0.826329235019751 0.0235725966578944 0.84972278234853
C11orf91 0 0 1.04146e-10 2.5489225645024e-07 0.826251069563992 0.0235704193988699 0.849771070000303
SFTA3 0 0 1.04146e-10 2.55004430561463e-07 0.826181775468016 0.0235684892389419 0.849819321596783
C12orf60 0 0 1.04146e-10 2.55067821288895e-07 0.826142619278801 0.0235673985552392 0.849867536859482
RPL41 0 0 1.04146e-10 2.55108292166444e-07 0.826117621570266 0.0235667022504213 0.849915715679768
SPINK6 0 0 1.04146e-10 2.55281869964041e-07 0.82601041620973 0.0235637160610885 0.849963858970582
C10orf99 0 0 1.04146e-10 2.56092436059929e-07 0.825509980035238 0.02354977624443 0.850011970938929
TWIST2 0 0 1.04146e-10 2.56099875127102e-07 0.825505388646955 0.0235496483479344 0.850060046368858
LINC00842 0 0 1.04146e-10 2.56156203160785e-07 0.825470623855243 0.0235486799480197 0.850108085621493
OR12D3 0 0 1.04146e-10 2.56852067976217e-07 0.82504126932426 0.0235367197901741 0.85015609291427
AQP7P3 0 0 1.04146e-10 2.56870197463575e-07 0.82503008630407 0.0235364082705373 0.850204063859509
ACBD7 0 0 1.04146e-10 2.5689822851216e-07 0.825012795892658 0.0235359266200557 0.8502519985632
OR2G3 0 0 1.04146e-10 2.57208947639543e-07 0.824821159412036 0.023530588265107 0.850299898909755
LHFPL3-AS1 0 0 1.04146e-10 2.57924272725727e-07 0.82438015321952 0.0235183030776896 0.850347767573644
APOC4 0 0 1.04146e-10 2.57930780034237e-07 0.824376142486514 0.0235181913485732 0.850395599974508
TMPRSS11BNL 0 0 1.04146e-10 2.57988692217294e-07 0.824340449599066 0.0235171970317522 0.850443396488152
OR2G2 0 0 1.04146e-10 2.58260307500392e-07 0.82417306646967 0.0235125341188516 0.85049115854552
LINC00551 0 0 1.04146e-10 2.58359076396584e-07 0.824112208608509 0.0235108387463567 0.850538885061697
ZNF525 0 0 1.04146e-10 2.58450513183873e-07 0.824055872593931 0.0235092693377857 0.850586576029361
UBB 0 0 1.04146e-10 2.58490503102368e-07 0.824031235241422 0.0235085829888878 0.850634231154638
MBD3L1 0 0 1.64764e-08 2.54282799453683e-07 0.824026379345852 0.0235084477129334 0.850681850269709
C12orf73 0 0 1.04146e-10 2.5850383151601e-07 0.824023023917199 0.0235083542370928 0.850729433399623
C6orf120 0 0 1.04146e-10 2.58559223024063e-07 0.823988899392555 0.0235074035919248 0.850776980909267
CSTF3-AS1 0 0 1.04146e-10 2.58625089768091e-07 0.823948323353655 0.0235062732172771 0.850824492906952
ZEB2-AS1 0 0 1.04146e-10 2.58779164732982e-07 0.823853416120963 0.0235036292641636 0.850871970004734
ACYP2 0 0 1.04146e-10 2.59509493065367e-07 0.82340369866508 0.0234911007106615 0.850919415975007
ATP6V0E1 0 0 1.04146e-10 2.59578636000587e-07 0.823361135124445 0.0234899149281698 0.850966826571118
IFNA6 0 0 1.24768e-07 2.2770956516371e-07 0.823233988745665 0.0234863727256751 0.851014202722326
MRP63 0 0 3.46443e-07 1.71051735635298e-07 0.823083628943013 0.0234821837814845 0.851061544711574
C20orf141 0 0 1.04146e-10 2.60082984582259e-07 0.823050731845082 0.0234812672810282 0.851108851343553
PTOV1-AS1 0 0 1.04146e-10 2.60294390099851e-07 0.82292065681205 0.0234776434239431 0.851156123678733
C11orf44 0 0 1.04146e-10 2.60433385214429e-07 0.82283514630931 0.0234752611085985 0.851203361288082
MORN2 0 0 1.04146e-10 2.61247635145571e-07 0.82233439662397 0.0234613100315469 0.851250568568188
RETNLB 0 0 2.04217e-07 2.08827850774823e-07 0.822291185893251 0.0234601061454398 0.851297740753913
C9orf139 0 0 1.04146e-10 2.61579338331589e-07 0.822130493498762 0.0234556290985713 0.851344879116784
CT62 0 0 1.04146e-10 2.62048460135011e-07 0.821842204557162 0.0234475969845405 0.851391985032472
OR4C6 0 0 1.08233e-07 2.34341604052939e-07 0.821769569884493 0.0234455732649423 0.851439056277941
PEA15 0 0 1.04146e-10 2.62492035736219e-07 0.82156970881637 0.0234400047686565 0.851486094224916
NCMAP 0 0 1.04146e-10 2.62782630458038e-07 0.821391241418414 0.0234350322856258 0.851533098686956
C1orf95 0 0 1.7309e-07 2.18289856536554e-07 0.821389553029573 0.0234349852432634 0.85158006785152
TMEM89 0 0 1.04146e-10 2.63124874774462e-07 0.821181104091113 0.0234291773457811 0.851627003921668
C12orf75 0 0 1.04146e-10 2.63949360677182e-07 0.82067509528687 0.0234150784149399 0.851673910046917
DEFB116 0 0 1.04146e-10 2.64091106588324e-07 0.820588133938988 0.0234126553686168 0.851720781879782
GGTA1P 0 0 1.04146e-10 2.64095676826394e-07 0.82058533024602 0.0234125772477562 0.851767618579284
AMOTL1 1 0 7.32834e-06 2.59782704174969e-06 0.82029078704023 0.023404370156538 0.851814423232926
SPTSSB 0 0 1.04146e-10 2.64827632755897e-07 0.820136424375859 0.023400068971963 0.851861194412759
IFNA4 0 0 1.29793e-07 2.31797742604276e-07 0.819928325833429 0.0233942704228058 0.851907932717429
NDUFB3 0 0 1.04146e-10 2.65374569272054e-07 0.819801152846296 0.0233907267849556 0.851954637339339
CCL11 0 0 1.04146e-10 2.65424889351236e-07 0.819770313673535 0.0233898674566106 0.852001307311336
CISD3 0 0 1.04146e-10 2.65704203763148e-07 0.819599154386146 0.023385098104462 0.852047944135656
TCL6 0 0 1.04146e-10 2.65715775450451e-07 0.819592064228136 0.023384900536262 0.852094546139146
LINC00698 0 0 1.04146e-10 2.66038031549528e-07 0.819394637748602 0.0233793991889372 0.852141115344334
LOC284100 0 0 1.04146e-10 2.66089202149428e-07 0.819363293109609 0.0233785257555869 0.852187650057941
OR5M1 0 0 1.64161e-07 2.23911799606191e-07 0.819347689712663 0.0233780909588892 0.852234150154721
CHTF8 0 0 1.04146e-10 2.6621673307124e-07 0.819285179116894 0.0233763490650385 0.852280616161736
C5orf64 0 0 1.04146e-10 2.66305958136353e-07 0.819230532344129 0.0233748262960667 0.852327048035352
OR5D18 0 0 1.33173e-07 2.3217169162623e-07 0.819166580485537 0.0233730442286076 0.85237344591058
OR4C11 0 0 1.04146e-10 2.66576300457392e-07 0.81906498108959 0.0233702130703487 0.85241981021693
CDRT4 0 0 1.04146e-10 2.66695498425706e-07 0.818991997848351 0.0233681793167662 0.852466140694538
C6orf48 0 0 1.04146e-10 2.66805632865185e-07 0.818924569941761 0.023366300360808 0.852512437323526
LINC00333 0 0 1.04146e-10 2.66843699016083e-07 0.818901265908465 0.0233656509655088 0.852558699683463
C2CD4D 0 0 1.04146e-10 2.66853827197189e-07 0.818895065566401 0.0233654781852725 0.852604927635076
KLRAP1 0 0 1.04146e-10 2.67195329996141e-07 0.818686029820274 0.0233596531086811 0.85265112332195
NUPR1 0 0 1.04146e-10 2.67214544517513e-07 0.818674270114283 0.0233593254057838 0.852697284733444
INSL5 0 0 1.30545e-07 2.33723645624915e-07 0.818629885159026 0.0233580885464825 0.852743412246179
RAP2B 0 0 1.04146e-10 2.67356625947954e-07 0.818587318498963 0.0233569023540048 0.852789505879141
MDS2 0 0 1.04146e-10 2.67684848573335e-07 0.818386487195227 0.0233513058088242 0.852835567310272
OR5AU1 0 0 1.04146e-10 2.68120924123022e-07 0.818119740665141 0.023343872311671 0.852881597258368
BLCAP 0 0 1.04146e-10 2.68145539079391e-07 0.818104686376046 0.0233434527863826 0.852927593152071
SRXN1 0 0 1.04146e-10 2.6848943902352e-07 0.817894389603559 0.023337592304971 0.85297355705049
STL 0 0 1.04146e-10 2.68502809236671e-07 0.8178862147496 0.0233373644894046 0.853019486897671
CAMP 0 0 1.19463e-08 2.65463992766901e-07 0.817879632777257 0.0233371810639397 0.853065382715058
RPS15 0 0 1.04146e-10 2.68567285891914e-07 0.8178467934122 0.0233362659001763 0.853111244812046
MRPS16 0 0 1.04146e-10 2.68668896976331e-07 0.817784671818055 0.0233345346978273 0.853157073528845
GUSBP9 0 0 1.04146e-10 2.68932390528355e-07 0.817623603034153 0.0233300460101704 0.853202869925012
APCDD1L-AS1 0 0 1.04146e-10 2.68982903613949e-07 0.817592728985768 0.0233291856031098 0.85324863269168
C9orf92 0 0 1.04146e-10 2.690815015443e-07 0.817532468458334 0.0233275062406413 0.85329436216966
SPINK14 0 0 1.04146e-10 2.69085528385996e-07 0.817530007451676 0.0233274376562828 0.853340057799354
CABS1 0 0 1.04146e-10 2.69242486727058e-07 0.817434088124545 0.0233247645290247 0.853385720582646
OR2G6 0 0 1.04146e-10 2.69346780823314e-07 0.81737035892983 0.02332298848421 0.853431350223998
C3orf49 0 0 1.04146e-10 2.69441915671209e-07 0.817312230914407 0.0233213685309089 0.853476946702446
DEFB130 0 0 1.04146e-10 2.69477541376849e-07 0.817290464453979 0.0233207619261668 0.853522509680025
C20orf166-AS1 0 0 1.04146e-10 2.69644447635197e-07 0.817188496522513 0.0233179201940733 0.853568040020182
FMO9P 0 0 1.04146e-10 2.69678038303706e-07 0.817167976557263 0.0233173483236159 0.853613536920277
POM121L9P 0 0 1.04146e-10 2.6976101661605e-07 0.817117288764797 0.023315935703779 0.853659000727952
KRT16P1 0 0 1.04146e-10 2.69769728550455e-07 0.817111967213186 0.0233157873970365 0.853704431012987
RBM26-AS1 0 0 1.04146e-10 2.69784084944674e-07 0.817103197906497 0.0233155430044371 0.853749827847975
C20orf166 0 0 1.04146e-10 2.70177666099069e-07 0.816862824172603 0.0233088439595305 0.853795193651736
KCNE4 0 0 9.55484e-09 2.67758888486257e-07 0.816853639677407 0.0233085879923626 0.853840526081967
SPATA12 0 0 1.04146e-10 2.70335126351167e-07 0.816766677796043 0.0233061644027063 0.853885825974856
BTN2A3P 0 0 1.04146e-10 2.7037049666655e-07 0.816745082002836 0.0233055625355163 0.853931092694904
FMO6P 0 0 1.04146e-10 2.7072788404046e-07 0.816526907113774 0.0232994820362011 0.853976328297435
MTMR9LP 0 0 1.04146e-10 2.70728521332251e-07 0.81652651811796 0.0232994711948822 0.854021530581231
FAM72A 0 0 1.04146e-10 2.70909029989277e-07 0.81641634520965 0.0232964006646855 0.854066700709638
